Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
NGPC,NGP Capital Resources Company,6.44,132014770.7,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/ngpc
EGOV,NIC Inc.,22.6,1466921365,n/a,1999,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/egov
NICE,NICE-Systems Limited,38.05,2555354252,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",15.51,188915506.9,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/nick
NIHD,"NII Holdings, Inc.",6.21,1070840197,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/nihd
NINE,Ninetowns Internet Technology Group Company Limited,1.8,69825301.2,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nine
NNBR,"NN, Inc.",13.8,238354966.2,n/a,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nnbr
NDLS,Noodles & Company,42.17,1239783241,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ndls
NDSN,Nordson Corporation,69.95,4491823511,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ndsn
NSYS,Nortech Systems Incorporated,4.19,11493136.48,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nsys
NTK,Nortek Inc.,68.87,1059191743,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntk
NOVB,North Valley Bancorp,18.38,125630829,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/novb
NBN,Northeast Bancorp,10.31,107704889.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn
NECB,"Northeast Community Bancorp, Inc.",6.51,82317335.52,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/necb
NTIC,Northern Technologies International Corporation,14.25,63099513,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/ntic
NTRS,Northern Trust Corporation,56.5,13567775982,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrs
NFBK,"Northfield Bancorp, Inc.",12.14,706867597.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,24.23,157868481.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim
NWBI,"Northwest Bancshares, Inc.",13.77,1295672411,n/a,2009,Finance,Major Banks,http://www.nasdaq.com/symbol/nwbi
NWBO,"Northwest Biotherapeutics, Inc.",3.49,118177825.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nwbo
NWBOW,"Northwest Biotherapeutics, Inc.",2,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nwbow
NWPX,Northwest Pipe Company,28.98,273840685,n/a,1995,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nwpx
NCLH,Norwegian Cruise Line Holdings Ltd.,31.46,6418302525,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/nclh
NWFL,Norwood Financial Corp.,28.6,103588313.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwfl
NVMI,Nova Measuring Instruments Ltd.,8.67,236014280.5,n/a,2000,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/nvmi
NVDQ,Novadaq Technologies Inc,13.71,663999662.7,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nvdq
NVTL,"Novatel Wireless, Inc.",3.08,104936573.3,n/a,2000,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nvtl
NVAX,"Novavax, Inc.",2.97,453573428.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax
NVGN,Novogen Limited,3.68,15280195.36,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nvgn
NPSP,"NPS Pharmaceuticals, Inc.",23.25,2358231667,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/npsp
NTLS,NTELOS Holdings Corp.,16.17,347401599.9,n/a,2006,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ntls
NUAN,"Nuance Communications, Inc.",19.19,5955227691,n/a,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
NMRX,Numerex Corp.,10.27,194103000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/nmrx
PATH,NuPathe Inc.,2.54,79526066.5,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/path
NUTR,Nutraceutical International Corporation,21.99,216197345.8,n/a,1998,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nutr
NTRI,NutriSystem Inc,12.81,367926245.2,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ntri
NUVA,"NuVasive, Inc.",24,1069395264,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva
NVEEU,"NV5 Holdings, Inc.",8.86,37921251.86,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nveeu
NVEC,NVE Corporation,49.64,241371323,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,14.95,8639850330,n/a,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,35.53,8848888620,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/nxpi
NXTM,"NxStage Medical, Inc.",12.58,762628144,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/nxtm
NYMX,Nymox Pharmaceutical Corporation,6.69,229126940.6,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,3.2,91214585.6,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),8.35,66213245.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovly
OBAF,"OBA Financial Services, Inc.",18.65,77250724.5,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/obaf
OBCI,"Ocean Bio-Chem, Inc.",2.62,22409166.54,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/obci
OPTT,"Ocean Power Technologies, Inc.",1.65,17085981,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/optt
ORIG,Ocean Rig UDW Inc.,17.56,2313093248,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/orig
OSHC,Ocean Shore Holding Co.,14.89,103794407.9,n/a,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oshc
OCFC,OceanFirst Financial Corp.,17.03,299798112.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc
OCRX,"Ocera Therapeutics, Inc.",6.71,75742097.53,n/a,1995,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocrx
OCLR,"Oclaro, Inc.",1.09,100962789.1,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/oclr
OFED,Oconee Federal Financial Corp.,17.02,102330962.9,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ofed
OCLS,"Oculus Innovative Sciences, Inc.",2.435,16133226.43,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ocls
OCZ,OCZ Technology Group Inc,1.4,94711834,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/ocz
OMEX,"Odyssey Marine Exploration, Inc.",3.01,239674157.7,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/omex
OPAY,"Official Payments Holdings, Inc.",7.98,133525342,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/opay
OFS,OFS Capital Corporation,11.97,115235034.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofs
OVBC,Ohio Valley Banc Corp.,20.94,85062551.76,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc
OHRP,"Ohr Pharmaceuticals, Inc.",6.07,119745014.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ohrp
ODFL,"Old Dominion Freight Line, Inc.",44.68,3849848492,n/a,1991,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/odfl
OLBK,"Old Line Bancshares, Inc.",13.13,128939449.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk
ONB,Old National Bancorp,13.75,1387113750,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,13.1,64963017.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof
OSBC,"Old Second Bancorp, Inc.",5.99,83158630.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc
OSBCP,"Old Second Bancorp, Inc.",10.88,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp
ZEUS,"Olympic Steel, Inc.",27.53,301481498,n/a,1985,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/zeus
OFLX,"Omega Flex, Inc.",18.95,191240026.9,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/oflx
OMER,Omeros Corporation,4.91,146554053.2,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omer
OABC,"OmniAmerican Bancorp, Inc.",23.17,265451484.1,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oabc
OMCL,"Omnicell, Inc.",22.7,790883209,n/a,2001,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/omcl
OVTI,"OmniVision Technologies, Inc.",16.84,935151251.5,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ovti
ONNN,ON Semiconductor Corporation,7.29,3279551316,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/onnn
OTIV,On Track Innovations Ltd,1.53,49104297.36,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/otiv
OGXI,OncoGenex Pharmaceuticals Inc.,9,132123555,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ogxi
ONCY,"Oncolytics Biotech, Inc.",2.79,236477102.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oncy
OMED,"OncoMed Pharmaceuticals, Inc.",16.69,451709359,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omed
ONTX,"Onconova Therapeutics, Inc.",24.35,520828919.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontx
ONTY,Oncothyreon Inc.,1.69,107253536.4,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/onty
ONFC,Oneida Financial Corp.,13.9999,98343641.54,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/onfc
ONVI,"Onvia, Inc.",5.2,38112906,n/a,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/onvi
ONXX,"ONYX Pharmaceuticals, Inc.",114.57,8402424025,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onxx
OTEX,Open Text Corporation,68.53,4046502217,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/otex
OPEN,"OpenTable, Inc.",73.03,1675197048,n/a,1995,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/open
OPXA,"Opexa Therapeutics, Inc.",1.42,28563001.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/opxa
OPLK,"Oplink Communications, Inc.",19.99,380602783.4,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oplk
OBAS,Optibase Ltd.,5.61,21424876.11,n/a,1999,Finance,Real Estate,http://www.nasdaq.com/symbol/obas
OCC,Optical Cable Corporation,4.39,27407674.34,n/a,1987,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/occ
OPTR,"Optimer Pharmaceuticals, Inc.",12.54,613202451.2,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/optr
OPHC,"OptimumBank Holdings, Inc.",1.48,11679001.16,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
ORMP,Oramed Pharmaceuticals Inc.,7.3,57946465.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",5.33,296303537.1,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/osur
ORBC,ORBCOMM Inc.,5.03,238544646.5,n/a,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/orbc
ORBT,Orbit International Corporation,3.32,15111305.36,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/orbt
ORBK,Orbotech Ltd.,12.37,523211403.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/orbk
ORLY,"O&#39;Reilly Automotive, Inc.",123.59,13416275867,n/a,1993,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/orly
OREX,"Orexigen Therapeutics, Inc.",6.9,682912692.6,n/a,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orex
SEED,Origin Agritech Limited,1.42,32861611.6,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/seed
ORIT,Oritani Financial Corp.,16.23,736371833.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orit
ORRF,Orrstown Financial Services Inc,15.99,129375074,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orrf
OFIX,Orthofix International N.V.,22.1,429917797.4,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ofix
OSIS,"OSI Systems, Inc.",69.01,1378797579,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/osis
OSIR,"Osiris Therapeutics, Inc.",19.22,634109680.4,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/osir
OSN,"Ossen Innovation Co., Ltd.",0.72,14400000,n/a,2010,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/osn
OTEL,Otelco Inc.,8.39,26040277.92,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/otel
OTTR,Otter Tail Corporation,27.95,1013725901,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ottr
OUTR,Outerwall Inc.,61.27,1719313033,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/outr
OVAS,Ovascience Inc.,11.59,210974578,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovas
OVRL,"Overland Storage, Inc.",1.1,32926898.4,n/a,1997,Technology,Electronic Components,http://www.nasdaq.com/symbol/ovrl
OSTK,"Overstock.com, Inc.",30.35,720784153.1,n/a,2002,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/ostk
OXLC,Oxford Lane Capital Corp.,15.95,121840375.3,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/oxlc
OXLCO,Oxford Lane Capital Corp.,23.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlco
OXLCP,Oxford Lane Capital Corp.,26.0001,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlcp
OXGN,"OXiGENE, Inc.",2.5,6597082.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/oxgn
OXBT,"Oxygen Biotherapeutics, Inc.",1.46,3061379.1,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/oxbt
PFIN,"P & F Industries, Inc.",7.86,29034596.34,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pfin
PTSI,"P.A.M. Transportation Services, Inc.",12.14,105052057.5,n/a,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ptsi
PCAR,PACCAR Inc.,54.83,19408344470,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/pcar
PACR,"Pacer International, Inc.",6.19,218667896.7,n/a,1986,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/pacr
PACB,"Pacific Biosciences of California, Inc.",3.96,258391393.9,n/a,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pacb
PCBK,Pacific Continental Corporation (Ore),12.8,228969049.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pcbk
PEIX,"Pacific Ethanol, Inc.",3.66,51953425.5,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/peix
PMBC,Pacific Mercantile Bancorp,6.35,120052725.4,n/a,2000,Finance,Major Banks,http://www.nasdaq.com/symbol/pmbc
PPBI,Pacific Premier Bancorp Inc,13.4,223002679.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ppbi
PSUN,"Pacific Sunwear of California, Inc.",3.83,261990943.2,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/psun
PCRX,"Pacira Pharmaceuticals, Inc.",36.81,1226349776,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pcrx
PACT          ,Pactera Technology International Ltd,6.65,571056327.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/pact          
PACW,PacWest Bancorp,34.57,1531180282,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw
PTIE,Pain Therapeutics,2.75,124953952.8,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptie
PLMT,"Palmetto Bancshares, Inc. (SC)",12.57,160548364.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/plmt
PAAS,Pan American Silver Corp.,13.65,2066756219,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/paas
PNRA,Panera Bread Company,173.72,5124538311,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pnra
PZZA,"Papa John&#39;S International, Inc.",70.38,1529553338,n/a,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pzza
PRGN,Paragon Shipping Inc.,5.76,63368081.28,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/prgn
PAMT,Parametric Sound Corp.,15.5,105683975.5,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/pamt
PRXL,PAREXEL International Corporation,48.23,2741843186,n/a,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prxl
PSTB,Park Sterling Corporation,6.29,281255676.9,n/a,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb
PKBK,"Parke Bancorp, Inc.",8.86,53007696.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pkbk
PRKR,"ParkerVision, Inc.",4.16,384429880.6,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/prkr
PKOH,Park-Ohio Holdings Corp.,33.87,419185518.1,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pkoh
PTNR,Partner Communications Company Ltd.,8.04,1251446333,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ptnr
PBHC,"Pathfinder Bancorp, Inc.",12.75,33381820.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbhc
PATK,"Patrick Industries, Inc.",24.98,263949421.4,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/patk
PNBK,Patriot National Bancorp Inc.,1.39,53439003.14,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnbk
PATR,"Patriot Transportation Holding, Inc.",30.43,290674054.6,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/patr
PDCO,"Patterson Companies, Inc.",41.87,4370957143,n/a,1992,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pdco
PTEN,"Patterson-UTI Energy, Inc.",19.69,2901047612,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pten
PLCC,Paulson Capital Corp.,1.11,6401353.35,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/plcc
PAYX,"Paychex, Inc.",39.54,14453131207,n/a,1983,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/payx
PCCC,"PC Connection, Inc.",15.85,414632132.6,n/a,1998,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/pccc
PCMI,"PCM, Inc.",9.92,114666143,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/pcmi
PCTI,"PC-Tel, Inc.",8.56,158062754,n/a,1999,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/pcti
PDCE,"PDC Energy, Inc.",54.16,1649522524,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pdce
PDFS,"PDF Solutions, Inc.",20.32,608697629.4,n/a,2001,Technology,EDP Services,http://www.nasdaq.com/symbol/pdfs
PDII,"PDI, Inc.",4.7,71396572,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/pdii
PDLI,"PDL BioPharma, Inc.",7.96,1114756457,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/pdli
PGC,Peapack-Gladstone Financial Corporation,16.72,150985947.2,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/pgc
PRLS,Peerless Systems Corporation,3.78,11345499.9,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prls
PEGA,Pegasystems Inc.,37.4,1418816311,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/pega
PCO,Pendrell Corporation,2.09,555309633,n/a,2002,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/pco
